MSZoning,LotArea,Street,Neighborhood,BldgType,OverallQual,OverallCond,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleCondition,SalePrice
RL,10712,Pave,Mitchel,1Fam,5,5,HdBoard,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,974,Y,974,0,0,974,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,28,0,0,0,NA,MnPrv,NA,0,9,Abnorml,93500
RM,9900,Pave,OldTown,1Fam,6,4,Wd Sdng,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,Y,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,NA,Detchd,1930,Unf,1,205,Fa,TA,N,0,48,0,0,0,NA,NA,NA,0,5,Normal,117500
RL,9828,Pave,SawyerW,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,Y,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,466,TA,TA,Y,0,155,0,0,0,NA,NA,NA,0,6,Normal,239500
RL,8773,Pave,Gilbert,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,Y,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,460,TA,TA,Y,100,38,0,0,0,NA,NA,NA,0,8,Normal,169000
RM,6180,Pave,BrkSide,1Fam,6,5,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,N,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1926,Unf,1,180,TA,TA,Y,0,128,0,0,0,NA,NA,NA,0,5,Normal,102000
RL,9600,Pave,NAmes,1Fam,6,5,VinylSd,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,0,752,1032,Y,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,288,TA,TA,Y,0,0,96,0,0,NA,NA,NA,0,4,Abnorml,119000
RL,6342,Pave,Sawyer,1Fam,5,8,VinylSd,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,N,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,176,0,0,NA,NA,NA,0,5,Normal,94000
RL,9819,Pave,Mitchel,1Fam,6,5,Plywood,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,Y,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1977,RFn,2,714,TA,TA,Y,264,32,0,0,0,NA,NA,NA,0,5,Normal,196000
RL,8731,Pave,BrkSide,1Fam,5,5,Stucco,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,915,Y,1167,0,0,1167,0,0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,1972,Unf,2,495,TA,TA,Y,0,0,216,126,0,NA,NA,NA,0,5,Normal,144000
RL,7350,Pave,NAmes,1Fam,5,7,HdBoard,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,Y,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1988,Unf,2,840,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Abnorml,139000
RL,10304,Pave,NWAmes,1Fam,5,7,Plywood,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,Y,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976,Unf,2,484,TA,TA,Y,448,96,0,0,0,NA,NA,NA,0,10,Normal,197500
RL,9965,Pave,CollgCr,1Fam,8,5,VinylSd,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,Y,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006,RFn,3,1052,TA,TA,Y,125,144,0,0,0,NA,NA,NA,0,4,Partial,424870
RL,9000,Pave,Sawyer,1Fam,5,3,Wd Sdng,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,Y,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,24,0,0,0,NA,NA,NA,0,7,Normal,80000
RL,12180,Pave,Edwards,2fmCon,4,4,MetalSd,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,N,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1941,Unf,1,280,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,7,Normal,80000
RM,6240,Pave,BrkSide,1Fam,5,6,MetalSd,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,Y,1042,534,0,1576,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1928,Unf,1,225,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,8,Family,149000
RL,11200,Pave,SawyerW,1Fam,6,5,Wd Sdng,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,Y,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985,Unf,2,403,TA,TA,Y,165,26,0,0,0,NA,NA,NA,0,5,Normal,180000
RL,12000,Pave,Crawfor,1Fam,7,7,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,Y,860,704,0,1564,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941,Unf,1,234,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,174500
RM,5700,Pave,OldTown,1Fam,7,7,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,Y,572,539,0,1111,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1982,Unf,1,288,TA,TA,Y,0,0,176,0,0,NA,NA,NA,0,8,Normal,116900
RM,9000,Pave,OldTown,1Fam,7,9,VinylSd,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,Y,832,650,0,1482,0,1,1,0,3,1,TA,7,Typ,0,NA,Detchd,1930,Unf,2,324,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,143000
RL,8280,Pave,NAmes,1Fam,6,5,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,Y,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950,Unf,1,306,TA,TA,Y,0,0,214,0,0,NA,GdPrv,NA,0,11,Normal,124000
RL,17755,Pave,Edwards,1Fam,5,4,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,Y,1466,0,0,1466,0,0,1,1,3,1,Fa,6,Typ,2,Gd,Attchd,1959,Fin,2,528,TA,TA,Y,0,140,0,100,0,NA,NA,NA,0,11,Normal,149900
RL,14115,Pave,Crawfor,1Fam,6,7,Stone,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,Y,1811,0,0,1811,0,0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956,Fin,2,470,TA,TA,Y,0,0,280,0,0,NA,NA,NA,0,7,Abnorml,230000
RM,5890,Pave,IDOTRR,1Fam,6,8,Wd Sdng,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,Y,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2002,Unf,1,432,TA,TA,Y,0,0,96,0,0,NA,NA,NA,0,6,Normal,120500
RL,13700,Pave,NAmes,1Fam,7,6,VinylSd,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,Y,902,918,0,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965,Unf,2,492,TA,TA,Y,60,84,0,273,0,NA,GdPrv,NA,0,5,Normal,201800
RL,10768,Pave,Veenker,1Fam,5,8,Plywood,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,Y,1437,0,0,1437,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,1976,RFn,2,528,TA,TA,Y,0,21,0,180,0,NA,NA,NA,0,7,Normal,218000
RL,9350,Pave,NAmes,1Fam,5,8,BrkFace,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Y,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965,RFn,2,502,TA,TA,Y,0,92,0,0,0,NA,MnPrv,NA,0,10,Normal,179900
RL,5001,Pave,NridgHt,Twnhs,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,Y,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,NA,NA,NA,0,7,Normal,230000
RL,11932,Pave,Somerst,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Y,1580,0,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,830,TA,TA,Y,0,24,0,0,0,NA,NA,NA,0,6,Partial,235128
RL,9120,Pave,NWAmes,1Fam,6,6,HdBoard,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,Y,943,933,0,1876,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974,RFn,2,540,Gd,TA,Y,0,69,0,0,0,NA,NA,NA,0,7,Normal,185000
RL,2280,Pave,NPkVill,Twnhs,6,5,Plywood,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,Y,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,TA,TA,Y,26,0,0,0,0,NA,NA,NA,0,7,Normal,146000
RL,14778,Pave,Crawfor,1Fam,6,7,HdBoard,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,Y,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993,Unf,2,924,TA,TA,Y,108,0,0,0,0,NA,NA,NA,0,11,Normal,224000
RL,8724,Pave,Sawyer,1Fam,5,5,VinylSd,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968,Fin,2,450,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,5,Normal,129000
RL,12900,Pave,Sawyer,Duplex,4,4,Plywood,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,Y,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,NA,CarPort,1969,Unf,2,400,Fa,TA,Y,120,0,0,0,0,NA,NA,NA,0,1,Alloca,108959
RL,16157,Pave,Veenker,1Fam,5,7,Plywood,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,Y,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978,Unf,2,588,TA,TA,Y,168,180,0,0,0,NA,NA,NA,0,6,Normal,194000
RL,9541,Pave,NridgHt,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,Y,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2009,RFn,2,644,TA,TA,Y,0,114,0,0,0,NA,NA,NA,0,9,Partial,233170
RL,10475,Pave,CollgCr,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,3,776,TA,TA,Y,160,33,0,0,0,NA,NA,NA,0,2,Normal,245350
RL,10852,Pave,Gilbert,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,Y,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,472,TA,TA,Y,0,38,0,0,0,NA,NA,NA,0,2,Normal,173000
RL,13728,Pave,Edwards,1Fam,6,7,Stucco,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,Y,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935,Unf,2,540,TA,TA,Y,0,0,0,90,0,NA,NA,NA,0,7,Normal,235000
RL,35760,Pave,NoRidge,1Fam,10,5,HdBoard,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,Y,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995,Fin,3,807,TA,TA,Y,361,76,0,0,0,NA,NA,NA,0,7,Normal,625000
RL,9880,Pave,Mitchel,1Fam,6,6,Plywood,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,Y,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977,Fin,1,358,TA,TA,Y,203,0,0,0,576,Gd,GdPrv,NA,0,7,Normal,171000
RL,9120,Pave,NAmes,1Fam,6,6,MetalSd,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,Y,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958,RFn,2,433,TA,TA,Y,0,0,0,288,0,NA,NA,Shed,1400,11,Normal,163000
FV,4017,Pave,Somerst,TwnhsE,7,5,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,2006,Fin,2,625,TA,TA,Y,0,54,0,0,0,NA,NA,NA,0,3,Normal,171900
RL,18030,Pave,ClearCr,1Fam,5,6,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,Y,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,NA,NA,NA,0,0,NA,NA,Y,122,0,0,0,0,NA,MnPrv,NA,0,3,Normal,200500
RL,16560,Pave,Crawfor,1Fam,6,8,Wd Sdng,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,Y,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932,Unf,2,360,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,239000
RL,10678,Pave,NoRidge,1Fam,8,5,HdBoard,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,Y,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992,Fin,2,541,TA,TA,Y,0,33,0,0,0,NA,NA,NA,0,4,Normal,285000
RL,6951,Pave,Mitchel,1Fam,5,5,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,Y,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1984,Unf,1,264,TA,TA,Y,362,0,0,0,0,NA,MnPrv,NA,0,10,Normal,119500
RM,3950,Pave,OldTown,1Fam,6,8,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,Y,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1926,Unf,1,210,TA,TA,N,0,0,116,0,0,NA,NA,NA,0,12,Normal,115000
RL,7681,Pave,Crawfor,1Fam,5,6,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,Y,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921,Unf,1,186,Fa,TA,Y,192,0,102,0,0,NA,NA,NA,0,7,Normal,154900
RL,8335,Pave,Edwards,1Fam,5,5,Wd Sdng,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,NA,NA,NA,0,0,NA,NA,N,0,36,190,0,0,NA,NA,NA,0,4,Normal,93000
RL,11170,Pave,Timber,1Fam,7,5,MetalSd,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,Y,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,NA,Attchd,1990,Fin,2,693,TA,TA,Y,0,0,0,0,0,NA,GdPrv,NA,0,4,Normal,250000
RM,5587,Pave,Crawfor,TwnhsE,8,5,CemntBd,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Y,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,482,TA,TA,Y,162,53,0,0,0,NA,NA,NA,0,11,Partial,392500
RL,15623,Pave,NoRidge,1Fam,10,5,Wd Sdng,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,Y,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996,Fin,3,813,TA,TA,Y,171,78,0,0,555,Ex,MnPrv,NA,0,7,Abnorml,745000
RL,10800,Pave,OldTown,1Fam,5,6,Stucco,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,Y,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970,Unf,2,720,TA,TA,Y,229,0,0,0,0,NA,NA,NA,0,6,Normal,120000
RL,35133,Grvl,Timber,1Fam,5,4,MetalSd,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,Y,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963,RFn,3,995,TA,TA,Y,0,263,0,263,0,NA,NA,NA,0,5,Normal,186700
RL,9738,Pave,Edwards,1Fam,5,7,AsbShng,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,Y,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,NA,Attchd,1965,Unf,1,392,TA,TA,Y,0,0,236,0,0,NA,NA,NA,0,3,Normal,104900
RL,10615,Pave,OldTown,2fmCon,3,5,HdBoard,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,Y,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,NA,CarPort,1920,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,NA,NA,NA,0,8,Abnorml,95000
RL,12461,Pave,NoRidge,1Fam,8,5,ImStucc,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Y,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994,RFn,3,757,TA,TA,Y,0,114,192,0,0,NA,GdPrv,NA,0,7,Normal,262000
RL,8935,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,Y,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2002,RFn,2,493,TA,TA,Y,144,68,0,0,0,NA,NA,NA,0,7,Normal,195000
RL,7500,Pave,Gilbert,1Fam,7,5,VinylSd,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,Y,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999,Fin,2,442,TA,TA,Y,140,60,0,0,0,NA,NA,NA,0,6,Normal,189000
RL,32463,Pave,Mitchel,2fmCon,4,4,MetalSd,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,Y,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975,Fin,4,1356,TA,TA,Y,439,0,0,0,0,NA,NA,NA,0,3,Normal,168000
FV,2645,Pave,Somerst,Twnhs,8,5,MetalSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,Y,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,1999,Unf,2,492,TA,TA,Y,206,0,0,0,0,NA,NA,NA,0,11,Normal,174000
RM,9600,Pave,OldTown,1Fam,5,8,VinylSd,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,Y,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1925,Unf,1,250,TA,Fa,P,0,0,84,0,0,NA,GdWo,NA,0,7,Normal,125000
RM,4500,Pave,Mitchel,TwnhsE,6,5,VinylSd,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,Y,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1999,Fin,2,402,TA,TA,Y,0,304,0,0,0,NA,NA,NA,0,6,Normal,165000
RL,9364,Pave,Sawyer,1Fam,6,7,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,Y,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,1969,Fin,1,299,TA,TA,Y,379,36,0,0,0,NA,MnPrv,NA,0,3,Normal,158000
RL,8029,Pave,Gilbert,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2005,Fin,2,400,TA,TA,Y,100,24,0,0,0,NA,NA,NA,0,7,Normal,176000
RL,14054,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,Y,879,984,0,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,Fin,3,660,TA,TA,Y,100,17,0,0,0,NA,NA,NA,0,11,Partial,219210
RM,8850,Pave,OldTown,1Fam,7,6,MetalSd,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,Y,815,875,0,1690,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916,Unf,1,225,TA,TA,Y,0,0,330,0,0,NA,NA,NA,0,7,Normal,144000
RL,9100,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,Y,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2001,RFn,2,573,TA,TA,Y,356,0,0,0,0,NA,NA,NA,0,6,Normal,178000
RL,11235,Pave,Sawyer,1Fam,4,5,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,Y,1382,0,0,1382,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974,Unf,2,459,TA,TA,Y,0,82,0,0,0,NA,NA,NA,0,10,Normal,148000
RL,9353,Pave,NAmes,1Fam,4,5,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1972,Unf,1,280,TA,TA,Y,0,0,0,0,0,NA,NA,Shed,0,7,Abnorml,116050
RL,10400,Pave,CollgCr,1Fam,7,5,VinylSd,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,Y,866,913,0,1779,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1998,RFn,2,546,TA,TA,Y,198,36,0,0,0,NA,NA,NA,0,3,Normal,197900
RM,6000,Pave,BrkSide,1Fam,5,8,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,Y,884,464,0,1348,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960,Unf,1,216,TA,TA,N,0,0,208,0,0,NA,NA,NA,0,5,Normal,117000
RL,9750,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,Y,1630,0,0,1630,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000,Unf,2,451,TA,TA,Y,74,234,0,0,0,NA,NA,NA,0,10,Normal,213000
RL,10140,Pave,NWAmes,1Fam,5,6,HdBoard,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,Y,1074,0,0,1074,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1975,RFn,2,495,TA,TA,Y,0,88,0,0,0,NA,MnPrv,NA,0,7,Normal,153500
RL,14684,Pave,SawyerW,1Fam,7,7,HdBoard,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Y,2196,0,0,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,3,701,TA,TA,Y,84,70,0,0,0,NA,NA,NA,0,6,Normal,271900
RH,8900,Pave,SawyerW,1Fam,4,4,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,Y,1056,0,0,1056,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1966,Unf,1,384,TA,TA,Y,0,42,0,0,0,NA,MnPrv,NA,0,11,Normal,107000
RL,9135,Pave,CollgCr,1Fam,6,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,Y,1700,0,0,1700,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2003,RFn,2,544,TA,TA,Y,192,23,0,0,0,NA,NA,NA,0,5,Normal,200000
RL,7763,Pave,NAmes,1Fam,5,7,MetalSd,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,Y,1283,0,0,1283,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1980,Unf,2,506,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,10,Normal,140000
RL,10182,Pave,Somerst,1Fam,8,5,VinylSd,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Y,1660,0,0,1660,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,500,TA,TA,Y,322,50,0,0,0,NA,NA,NA,0,5,Partial,290000
RL,11218,Pave,SawyerW,1Fam,6,5,Wd Sdng,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,Y,1055,790,0,1845,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,462,TA,TA,Y,635,104,0,0,0,NA,GdPrv,Shed,400,5,Normal,189000
RL,12134,Pave,Gilbert,1Fam,8,7,Wd Sdng,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,Y,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,NA,Basment,1988,RFn,2,492,TA,TA,Y,325,12,0,0,0,NA,NA,NA,0,6,Normal,164000
RL,9340,Pave,Edwards,1Fam,4,6,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,Y,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1941,Unf,1,234,TA,TA,N,0,113,0,0,0,NA,NA,NA,0,8,Normal,113000
RL,10246,Pave,Sawyer,1Fam,4,9,VinylSd,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,Y,960,0,0,960,1,1,0,0,0,1,TA,3,Typ,0,NA,Attchd,1965,Unf,1,364,TA,TA,Y,88,0,0,0,0,NA,NA,NA,0,5,Normal,145000
